,주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치 우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급 접수시작일,특별공급 접수종료일,1순위 접수일 해당지역,1순위 접수일 경기지역,1순위 접수일 기타지역,2순위 접수일 해당지역,2순위 접수일 경기지역,2순위 접수일 기타지역,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명(시공사),문의처,사업주체명(시행사),입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구
1086,2021000941,2021000941,오산 라온프라이빗 스위트,1,APT,1,민영,0,분양주택,410,경기,18151,오산시,438,2021-12-24,2022-01,2022-01-06,2022-01-03,2022-01-03,2022-01-04,,2022-01-05,2022-01-06,,2022-01-06,2022-01-12,2022-01-24,2022-01-26,http://osan-raon.co.kr/,라온건설주식회사,031-373-5353,다온개발(주),202406,N,Y,N,N,N,N,N
1087,2021000945,2021000945,구미 인동 하늘채 디어반,1,APT,1,민영,0,분양주택,712,경북,39434,구미시,291,2021-12-17,2021-12,2021-12-29,2021-12-27,2021-12-27,2021-12-28,,2021-12-28,2021-12-29,,2021-12-29,2022-01-05,2022-01-17,2022-01-20,http://www.hanulche-theurban.com/,코오롱글로벌(주),1522-2775,케이비부동산신탁(주),202409,N,N,N,N,N,N,N
1088,2021000946,2021000946,음성 동문 디 이스트,1,APT,1,민영,0,분양주택,360,충북,27663,음성군,687,2021-12-23,2022-01,2022-01-06,2022-01-03,2022-01-04,2022-01-05,,2022-01-05,2022-01-06,,2022-01-06,2022-01-13,2022-01-24,2022-01-27,http://es-dmtheest.co.kr/,동문건설(주),043-750-7172,주식회사 동문,202407,N,N,Y,N,N,N,N
1089,2021000947,2021000947,김천 푸르지오 더 퍼스트,1,APT,1,민영,0,분양주택,712,경북,39629,김천시,703,2021-12-10,2021-12,2021-12-22,2021-12-20,2021-12-20,2021-12-21,,2021-12-21,2021-12-22,,2021-12-22,2021-12-28,2022-01-10,2022-01-14,https://www.prugio.com/hc/2021/gimcheon,(주)대우건설,1600-0277,아시아신탁주식회사,202406,N,N,N,N,N,N,N
1090,2021000948,2021000948,중우아팰리스 더힐,1,APT,1,민영,0,분양주택,513,전남,57972,순천시,112,2021-12-17,2021-12,2021-12-30,2021-12-27,2021-12-27,2021-12-28,,2021-12-29,2021-12-30,,2021-12-30,2022-01-07,2022-01-18,2022-01-20,http://www.아팰리스더힐.com,중우건설(주),061-726-7800,교보자산신탁(주),202309,N,Y,N,N,N,N,N
1091,2021000953,2021000953,강릉역 경남아너스빌 더 센트로,1,APT,1,민영,0,분양주택,200,강원,25504,강릉시,116,2021-12-17,2021-12,2021-12-29,2021-12-27,2021-12-27,2021-12-28,,2021-12-28,2021-12-29,,2021-12-29,2022-01-06,2022-01-17,2022-01-21,http://thecentrohonorsville.co.kr,경남기업(주),1533-5033,강릉교동센트럴파크지역주택조합,202508,N,N,N,N,N,N,N
1092,2021000955,2021000955,힐스테이트 평택 더퍼스트,1,APT,1,민영,0,분양주택,410,경기,17764,평택시,698,2021-12-17,2021-12,2021-12-30,2021-12-27,2021-12-27,2021-12-28,,2021-12-29,2021-12-30,,2021-12-30,2022-01-05,2022-01-17,2022-01-21,http://www.hillstate.co.kr/s/#pyeongtaek_thefirst,현대건설(주),031-668-9775,서정연립주택재건축정비사업조합,202402,N,Y,N,Y,N,N,N
1093,2021000956,2021000956,익산자이 그랜드파크,1,APT,1,민영,0,분양주택,560,전북,54597,익산시,1431,2021-12-17,2021-12,2021-12-29,2021-12-27,2021-12-27,2021-12-28,,2021-12-28,2021-12-29,,2021-12-29,2022-01-04,2022-01-20,2022-01-27,https://www.xi.co.kr/iksan,지에스건설(주),1833-4794,(주)한국토지신탁,202502,N,N,N,N,N,N,N
1094,2021000957,2021000957,제주 이도일동 벨라시티 프리미어,1,APT,1,민영,0,분양주택,690,제주,63193,제주시,63,2021-12-16,2021-12,2021-12-28,,,2021-12-27,,2021-12-27,2021-12-28,,2021-12-28,2022-01-03,2022-01-14,2022-01-17,http://www.bellacitypremier.kr,에스지건설(주),064-726-7707,아시아신탁주식회사,202403,N,N,N,N,N,N,N
1095,2021000958,2021000958,용문역 리체스트,1,APT,1,민영,0,분양주택,300,대전,35300,서구,88,2021-12-17,2021-12,2021-12-30,2021-12-27,2021-12-27,2021-12-28,,2021-12-29,2021-12-30,,2021-12-30,2022-01-07,2022-01-19,2022-01-21,http://www.리체스트.com,(주)지산종합건설,042-528-0802,코리아신탁(주),202308,Y,Y,N,N,N,N,N
1096,2021000959,2021000959,달서 롯데캐슬 센트럴스카이,1,APT,1,민영,0,분양주택,700,대구,42729,달서구,481,2021-12-23,2022-01,2022-01-07,2022-01-04,2022-01-04,2022-01-05,,2022-01-06,2022-01-07,,2022-01-07,2022-01-13,2022-01-24,2022-01-26,https://www.lottecastle.co.kr/APT/AT00374/main/index.do,롯데건설(주),053-252-9880,대신자산신탁 주식회사,202512,N,Y,N,N,N,N,N
1097,2021000960,2021000960,영대병원역 골드클래스 센트럴,1,APT,1,민영,0,분양주택,700,대구,42449,남구,660,2021-12-31,2022-01,2022-01-13,2022-01-10,2022-01-10,2022-01-11,,2022-01-12,2022-01-13,,2022-01-13,2022-01-20,2022-02-07,2022-02-10,http://dm.goldclass.co.kr/,보광종합건설(주),1533-2006,(주)정인산업개발,202511,N,Y,N,N,N,N,N
1098,2021000961,2021000961,음성 푸르지오 더 퍼스트,1,APT,1,민영,0,분양주택,360,충북,27663,음성군,1048,2021-12-23,2022-01,2022-01-06,2022-01-03,2022-01-04,2022-01-05,,2022-01-05,2022-01-06,,2022-01-06,2022-01-12,2022-01-24,2022-01-27,https://www.prugio.com/hc/2021/eumseong/main/,주식회사 대우건설,1522-2499,교보자산신탁(주),202410,N,N,Y,N,N,N,N
1099,2021000962,2021000962,오산 세교2지구 A1블록 호반써밋 그랜빌 Ⅱ,1,APT,1,민영,0,분양주택,410,경기,18115,오산시,897,2022-01-07,2022-01,2022-01-19,2022-01-17,2022-01-17,2022-01-18,2022-01-18,2022-01-18,2022-01-19,2022-01-19,2022-01-19,2022-01-25,2022-02-07,2022-02-11,http://www.hobansummit-sg2.co.kr,(주)호반건설,1670-9686,(주)호반호텔앤리조트,202403,N,Y,Y,N,N,Y,N
1100,2021000963,2021000963,안양 어반포레 자연앤 e편한세상(국민),1,APT,3,국민,0,분양주택,410,경기,14031,안양시,1058,2022-01-14,2022-01,2022-01-27,2022-01-24,2022-01-24,2022-01-25,,2022-01-26,2022-01-27,,2022-01-27,2022-02-07,2022-03-11,2022-03-16,https://www.elife.co.kr/,디엘이앤씨,1811-8988,경기주택도시공사,202501,Y,Y,Y,Y,N,N,N
1101,2021000964,2021000964,안양 어반포레 자연앤 e편한세상(민영),1,APT,1,민영,0,분양주택,410,경기,14031,안양시,29,2022-01-14,2022-01,2022-01-27,,,2022-01-25,,2022-01-26,2022-01-27,,2022-01-27,2022-02-07,2022-03-11,2022-03-16,https://www.elife.co.kr/,디엘이앤씨,1811-8988,경기주택도시공사,202501,Y,Y,N,Y,N,N,N
1102,2021000968,2021000968,나주 한국아델리움 더하이츠,1,APT,1,민영,0,분양주택,513,전남,58266,나주시,140,2022-03-31,2022-04,2022-04-06,2022-04-04,2022-04-04,2022-04-05,,2022-04-05,2022-04-06,,2022-04-06,2022-04-12,2022-04-25,2022-04-27,,한국건설(주),061-338-3800,영산지역주택조합,202405,N,N,N,N,N,N,N
1103,2021000969,2021000969,창원 두산위브 더센트럴,1,APT,1,민영,0,분양주택,621,경남,51357,마산회원구,461,2021-12-13,2021-12,2021-12-27,2021-12-23,2021-12-23,2021-12-24,,2021-12-24,2021-12-27,,2021-12-27,2021-12-31,2022-01-11,2022-01-13,http://창원두산위브더센트럴.com,두산건설(주),1533-0663,합성2구역 주택재개발정비사업조합,202408,N,N,N,Y,N,N,N
1104,2021000970,2021000970,효성해링턴 플레이스 안성 공도,1,APT,1,민영,0,분양주택,410,경기,17563,안성시,705,2021-12-17,2021-12,2021-12-30,2021-12-27,2021-12-27,2021-12-28,,2021-12-29,2021-12-30,,2021-12-30,2022-01-06,2022-01-17,2022-01-21,http://www.효성해링턴플레이스안성공도.com,"효성중공업, 진흥기업",1644-1221,신영부동산신탁 주식회사,202405,N,Y,N,N,N,N,N
1105,2021000971,2021000971,펜타힐즈 푸르지오 2차,1,APT,1,민영,0,분양주택,712,경북,38658,경산시,506,2021-12-17,2021-12,2021-12-30,2021-12-27,2021-12-27,2021-12-28,,2021-12-29,2021-12-30,,2021-12-30,2022-01-06,2022-01-17,2022-01-21,http://www.prugio.com/ht/2021/pentahills2,(주)대우건설,053-741-1900,대한토지신탁(주),202410,N,Y,N,N,N,N,N
1106,2021000972,2021000972,캐슬휘닉스 더 퍼스트,1,APT,1,민영,0,분양주택,690,제주,63585,서귀포시,85,2021-12-30,2022-01,2022-01-11,,,2022-01-10,,2022-01-10,2022-01-11,,2022-01-11,2022-01-17,2022-01-28,2022-01-30,,가나종합건설 주식회사,064-732-7144,(주)시온주택,202303,N,N,N,N,N,N,N
1107,2021000973,2021000973,남원 월락 유탑 유블레스 킹덤,1,APT,1,민영,0,분양주택,560,전북,55736,남원시,359,2021-12-24,2022-01,2022-01-05,2022-01-03,2022-01-03,2022-01-04,,2022-01-04,2022-01-05,,2022-01-05,2022-01-11,2022-01-24,2022-01-26,http://www.남원유탑유블레스.com/,주식회사 유탑건설,063-625-5111,주식회사 유앤아이디앤씨,202409,N,N,N,N,N,N,N
1108,2021000974,2021000974,계양 동도센트리움 골든베이,1,APT,1,민영,0,분양주택,400,인천,21103,계양구,131,2021-12-23,2022-01,2022-01-06,2022-01-03,2022-01-03,2022-01-04,,2022-01-05,2022-01-06,,2022-01-06,2022-01-13,2022-01-25,2022-01-27,http://계양동도센트리움.com,동도건설(주),032-555-0125,동도디앤씨(주),202406,N,Y,N,N,N,N,N
1109,2021000975,2021000975,라펜트 힐,1,APT,1,민영,0,분양주택,500,광주,62277,광산구,72,2021-12-13,2021-12,2021-12-28,2021-12-23,2021-12-23,2021-12-24,,2021-12-27,2021-12-28,,2021-12-28,2022-01-03,2022-01-14,2022-01-18,http://www.lapenthill.com,현대건설(주),1533-3030,아시아신탁주식회사,202412,N,Y,N,N,N,N,N
1110,2021000977,2021000977,안성 우방아이유쉘 에스티지,1,APT,1,민영,0,분양주택,410,경기,17558,안성시,948,2021-12-24,2022-01,2022-01-06,2022-01-03,2022-01-03,2022-01-04,,2022-01-05,2022-01-06,,2022-01-06,2022-01-12,2022-01-24,2022-01-28,http://안성우방아이유쉘에스티지.com,우방산업 주식회사,1533-3830,우방산업 주식회사,202501,N,Y,N,N,N,N,N
1111,2021000978,2021000978,포항자이 애서턴,1,APT,1,민영,0,분양주택,712,경북,37700,포항시,1433,2021-12-29,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-19,2022-02-04,2022-02-10,https://xi.co.kr/pohang,지에스건설(주),1661-8233,한국투자부동산신탁 주식회사,202605,N,N,N,N,N,N,N
1112,2021000979,2021000979,호반써밋 포레센트 천안 삼룡1지구,1,APT,1,민영,0,분양주택,312,충남,31070,천안시,594,2022-01-13,2022-01,2022-01-27,2022-01-24,2022-01-24,2022-01-25,,2022-01-26,2022-01-27,,2022-01-27,2022-02-09,2022-02-24,2022-02-28,http://hobansummit-chsy.co.kr/,(주)호반건설,041-533-3377,교보자산신탁(주),202312,N,Y,N,N,N,N,N
1113,2021000980,2021000980,광주탄벌 서희스타힐스1단지,1,APT,1,민영,0,분양주택,410,경기,12749,광주시,90,2021-12-31,2022-01,2022-01-13,2022-01-10,2022-01-10,2022-01-11,,2022-01-12,2022-01-13,,2022-01-13,2022-01-19,2022-02-07,2022-02-09,http://광주탄벌서희스타힐스.com,(주)서희건설,031-767-6665,탄벌4지구지역주택조합,202405,N,Y,N,N,N,N,N
1114,2021000981,2021000981,진천 금호어울림 센트럴파크,1,APT,1,민영,0,분양주택,360,충북,27814,진천군,378,2021-12-30,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-18,2022-02-07,2022-02-09,http://www.jincheonkhapt.com,금호건설 주식회사,043-537-8332,대한토지신탁(주),202403,N,N,N,N,N,N,N
1115,2021000982,2021000982,광주탄벌 서희스타힐스2단지,1,APT,1,민영,0,분양주택,410,경기,12748,광주시,82,2021-12-31,2022-01,2022-01-13,2022-01-10,2022-01-10,2022-01-11,,2022-01-12,2022-01-13,,2022-01-13,2022-01-19,2022-02-07,2022-02-09,http://광주탄벌서희스타힐스.com,(주)서희건설,031-767-6665,탄벌지역주택조합,202405,N,Y,N,N,N,N,N
1116,2021000983,2021000983,신경주 반도유보라 아이비파크 B4블럭,1,APT,1,민영,0,분양주택,712,경북,38183,경주시,1100,2021-12-17,2021-12,2021-12-29,2021-12-27,2021-12-27,2021-12-28,,2021-12-28,2021-12-29,,2021-12-29,2022-01-04,2022-01-17,2022-01-19,http://gj-ubora.co.kr/,(주)반도건설,1800-3430,(주)반도건설,202501,N,N,Y,N,N,N,N
1117,2021000984,2021000984,신경주 반도유보라 아이비파크 B5블럭,1,APT,1,민영,0,분양주택,712,경북,38183,경주시,390,2021-12-17,2021-12,2021-12-29,2021-12-27,2021-12-27,2021-12-28,,2021-12-28,2021-12-29,,2021-12-29,2022-01-04,2022-01-17,2022-01-19,http://gj-ubora.co.kr/,(주)반도건설,1800-3430,(주)반도건설,202501,N,N,Y,N,N,N,N
1118,2021000985,2021000985,엘리프세종,1,APT,1,민영,0,분양주택,338,세종,30015,조치원읍,660,2021-12-24,2022-01,2022-01-05,2022-01-03,2022-01-03,2022-01-04,,2022-01-04,2022-01-05,,2022-01-05,2022-01-11,2022-01-24,2022-01-28,http://엘리프세종.com,계룡건설산업(주),044-865-0667,계룡건설산업(주),202409,N,N,Y,N,N,N,N
1119,2021000988,2021000988,평촌자이아이파크,1,APT,1,민영,0,분양주택,410,경기,13916,안양시,153,2021-12-30,2022-01,2022-01-13,2022-01-10,2022-01-10,2022-01-11,,2022-01-12,2022-01-13,,2022-01-13,2022-01-19,2022-02-07,2022-02-11,https://xi.co.kr/pyeongchon,"GS건설,현대산업개발",1644-9957,임곡3지구주택재개발정비사업조합,202308,Y,Y,N,Y,N,N,N
1120,2021000990,2021000990,쌍용 더 플래티넘 오시리아,1,APT,1,민영,0,분양주택,600,부산,46082,기장군,191,2021-12-31,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-18,2022-02-07,2022-02-09,http://www.쌍용더플래티넘오시리아.kr,쌍용건설(주),1899-1699,(주)하나자산신탁,202412,N,N,N,N,N,N,N
1121,2021000991,2021000991,포항 펜타시티 동화아이위시,1,APT,1,민영,0,분양주택,712,경북,37563,포항시,522,2021-12-29,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-18,2022-02-07,2022-02-09,http://pentacity-iwish.com/,(주)동화건설,054-286-7300,(주)동화건설,202412,N,N,Y,N,N,N,N
1122,2021000992,2021000992,신천역 한라비발디,1,APT,1,민영,0,분양주택,410,경기,14950,시흥시,1297,2021-12-30,2022-01,2022-01-13,2022-01-10,2022-01-10,2022-01-11,,2022-01-12,2022-01-13,,2022-01-13,2022-01-19,2022-02-07,2022-02-11,http://halla-shincheon.co.kr/,주식회사 한라,1644-0019,(주)무궁화신탁,202509,N,Y,N,N,N,N,N
1123,2021000994,2021000994,남악 오룡지구 39BL 오룡 푸르지오 파르세나,1,APT,1,민영,0,분양주택,513,전남,58577,무안군,380,2021-12-28,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-18,2022-02-07,2022-02-11,https://www.prugio.com/ht/2021/oryong/,(주)대우건설,1800-4994,디씨에이엠피에프브이 주식회사,202407,N,N,Y,N,N,N,N
1124,2021000995,2021000995,남악 오룡지구 40BL 오룡 푸르지오 파르세나,1,APT,1,민영,0,분양주택,513,전남,58577,무안군,352,2021-12-28,2022-01,2022-01-12,2022-01-10,2022-01-10,2022-01-11,,2022-01-11,2022-01-12,,2022-01-12,2022-01-18,2022-02-07,2022-02-11,https://www.prugio.com/ht/2021/oryong/,(주)대우건설,1800-4994,디씨에이엠피에프브이 주식회사,202407,N,N,Y,N,N,N,N
1125,2021000996,2021000996,인천 신흥동 3가 숭의역 엘크루,1,APT,1,민영,0,분양주택,400,인천,22330,중구,72,2022-03-30,2022-04,2022-04-14,2022-04-11,2022-04-11,2022-04-12,,2022-04-13,2022-04-14,,2022-04-14,2022-04-20,2022-05-03,2022-05-05,http://숭의역엘크루.com,(주)일군토건,1599-6385,인천 신흥동3가 지역주택조합,202504,N,Y,N,N,N,N,N
1126,2021000997,2021000997,한화 포레나 천안노태 1단지,1,APT,1,민영,0,분양주택,312,충남,31074,천안시,831,2022-01-13,2022-01,2022-01-27,2022-01-24,2022-01-24,2022-01-25,,2022-01-26,2022-01-27,,2022-01-27,2022-02-07,2022-02-21,2022-02-28,https://hanwha.forena.co.kr/notae/,(주)한화건설,1666-9123,아시아신탁주식회사,202412,N,Y,N,N,N,N,N
1127,2021000998,2021000998,한화 포레나 천안노태 2단지,1,APT,1,민영,0,분양주택,312,충남,31088,천안시,777,2022-01-13,2022-01,2022-01-27,2022-01-24,2022-01-24,2022-01-25,,2022-01-26,2022-01-27,,2022-01-27,2022-02-07,2022-02-21,2022-02-28,https://hanwha.forena.co.kr/notae/,(주)한화건설,1666-9123,아시아신탁주식회사,202412,N,Y,N,N,N,N,N
1128,2021001001,2021001001,경주 엘크루 헤리파크,1,APT,1,민영,0,분양주택,712,경북,38127,경주시,337,2021-12-27,2022-01,2022-01-10,2022-01-06,2022-01-06,2022-01-07,,2022-01-07,2022-01-10,,2022-01-10,2022-01-14,2022-01-25,2022-01-27,http://gyeongju-elcru.co.kr/,대우조선해양건설(주),054-771-2288,교보자산신탁(주),202404,N,N,N,N,N,N,N
1129,2021001004,2021001004,광주 방림 골드클래스,1,APT,1,민영,0,분양주택,500,광주,61679,남구,418,2022-01-07,2022-01,2022-01-20,2022-01-17,2022-01-17,2022-01-18,,2022-01-19,2022-01-20,,2022-01-20,2022-01-26,2022-02-09,2022-02-11,http://br.goldclass.co.kr/,보광종합건설(주),062-227-2278,골드에스비건설(주),202310,N,Y,N,N,N,N,N
1130,2021001007,2021001007,래미안 포레스티지,1,APT,1,민영,0,분양주택,600,부산,47701,동래구,2331,2021-12-31,2022-01,2022-01-18,2022-01-13,2022-01-13,2022-01-14,,2022-01-17,2022-01-18,,2022-01-18,2022-01-24,2022-02-15,2022-02-27,https://www.raemian.co.kr,삼성물산(주),051-867-4043,온천4구역주택재개발정비사업조합,202409,N,Y,N,Y,N,N,N
1131,2021001011,2021001011,더샵 청주그리니티,1,APT,1,민영,0,분양주택,360,충북,28639,청주시,1191,2022-01-26,2022-02,2022-02-10,2022-02-07,2022-02-07,2022-02-08,,2022-02-09,2022-02-10,,2022-02-10,2022-02-16,2022-03-07,2022-03-16,https://www.더샵청주그리니티.com,(주)포스코건설,1670-3663,(주)하나자산신탁,202601,N,Y,N,N,N,N,N
1132,2021001012,2021001012,첨단 프라임시티 서희스타힐스,1,APT,1,민영,0,분양주택,500,광주,61017,북구,56,2022-02-25,2022-03,2022-03-11,2022-03-07,2022-03-07,2022-03-08,,2022-03-10,2022-03-11,,2022-03-11,2022-03-17,2022-03-28,2022-03-30,http://primecity-seohee.com,(주)서희건설,062-266-9445,프라임시티 지역주택조합,202407,N,Y,N,N,N,N,N
1133,2021001015,2021001015,신경주역 더 메트로 줌파크,1,APT,1,민영,0,분양주택,712,경북,38183,경주시,549,2022-02-04,2022-02,2022-02-16,2022-02-14,2022-02-14,2022-02-15,,2022-02-15,2022-02-16,,2022-02-16,2022-02-22,2022-03-07,2022-03-10,http://신경주줌파크.com/,대창기업(주),1533-1770,대창기업(주),202501,N,N,Y,N,N,N,N
1134,2021001019,2021001019,한화 포레나 포항 2차,1,APT,1,민영,0,분양주택,712,경북,37561,포항시,350,2022-01-21,2022-02,2022-02-08,2022-02-04,2022-02-04,2022-02-07,,2022-02-07,2022-02-08,,2022-02-08,2022-02-14,2022-02-25,2022-02-27,https://hanwha.forena.co.kr/pohang2nd,(주)한화건설,1566-2233,한국자산신탁(주),202407,N,N,N,N,N,N,N
1135,2022000001,2022000001,해링턴 플레이스 휴리움,1,APT,1,민영,0,분양주택,300,대전,34860,중구,744,2022-02-11,2022-02,2022-02-24,2022-02-21,2022-02-21,2022-02-22,,2022-02-23,2022-02-24,,2022-02-24,2022-03-03,2022-03-16,2022-03-20,http://harrington-huerium.com,"효성중공업(주), 다우건설(주)",1533-0747,선화재정비촉진구역주택재개발정비사업조합,202504,Y,Y,N,Y,N,N,N
1136,2022000002,2022000002,나나바루아아파트 102동,1,APT,1,민영,0,분양주택,700,대구,42480,남구,60,2022-01-07,2022-01,2022-01-20,2022-01-17,2022-01-17,2022-01-18,,2022-01-19,2022-01-20,,2022-01-20,2022-01-26,2022-02-11,2022-02-15,https://nanahouse2011.modoo.at,금화종합건설(주),053-655-2900,(주)나나주택,202202,N,Y,N,N,N,N,N
1137,2022000003,2022000003,두산위브 광주센트럴파크,1,APT,1,민영,0,분양주택,410,경기,12749,광주시,653,2022-02-03,2022-02,2022-02-17,2022-02-14,2022-02-14,2022-02-15,,2022-02-16,2022-02-17,,2022-02-17,2022-02-23,2022-03-07,2022-03-10,http://두산위브광주센트럴파크.com/,두산건설(주),031-766-9998,광주탄벌동두산위브지역주택조합,202408,N,Y,N,N,N,N,N
1138,2022000005,2022000005,힐스테이트 몬테로이 1BL,1,APT,1,민영,0,분양주택,410,경기,17035,용인시,1043,2022-01-20,2022-02,2022-02-07,2022-02-03,2022-02-03,2022-02-04,,2022-02-04,2022-02-07,,2022-02-07,2022-02-15,2022-03-10,2022-03-23,https://www.hillstate.co.kr/s/#monteroi,현대건설(주),031-717-3731,(주)무궁화신탁,202411,N,N,N,N,N,N,N
1139,2022000006,2022000006,힐스테이트 몬테로이 2BL,1,APT,1,민영,0,분양주택,410,경기,17035,용인시,1318,2022-01-20,2022-02,2022-02-07,2022-02-03,2022-02-03,2022-02-04,,2022-02-04,2022-02-07,,2022-02-07,2022-02-14,2022-03-10,2022-03-23,https://www.hillstate.co.kr/s/#monteroi,현대건설(주),031-717-3731,(주)무궁화신탁,202501,N,N,N,N,N,N,N
1140,2022000007,2022000007,힐스테이트 몬테로이 3BL,1,APT,1,민영,0,분양주택,410,경기,17035,용인시,1370,2022-01-20,2022-02,2022-02-07,2022-02-03,2022-02-03,2022-02-04,,2022-02-04,2022-02-07,,2022-02-07,2022-02-16,2022-03-10,2022-03-23,https://www.hillstate.co.kr/s/#monteroi,현대건설(주),031-717-3731,(주)무궁화신탁,202411,N,N,N,N,N,N,N
1141,2022000008,2022000008,이천 센트레빌 레이크뷰,1,APT,1,민영,0,분양주택,410,경기,17372,이천시,180,2022-01-10,2022-01,2022-01-24,2022-01-20,2022-01-20,2022-01-21,,2022-01-21,2022-01-24,,2022-01-24,2022-01-28,2022-02-14,2022-02-16,http://www.ic-centreville.com,동부건설 주식회사,1577-8984,대신자산신탁 주식회사,202508,N,N,N,N,N,N,N
1142,2022000010,2022000010,달서 푸르지오 시그니처,1,APT,1,민영,0,분양주택,700,대구,42684,달서구,993,2022-02-03,2022-02,2022-02-17,2022-02-14,2022-02-14,2022-02-15,,2022-02-16,2022-02-17,,2022-02-17,2022-02-23,2022-03-06,2022-03-10,https://www.prugio.com/hc/2021/dalseo,(주)대우건설,1600-0131,코리아신탁(주),202603,N,Y,N,N,N,N,N
1143,2022000016,2022000016,의정부역 월드메르디앙 스마트시티,1,APT,1,민영,0,분양주택,410,경기,11649,의정부시,96,2022-02-18,2022-02,2022-03-03,,,2022-02-28,,2022-03-02,2022-03-03,,2022-03-03,2022-03-10,2022-03-21,2022-03-23,http://www.의정부역월드메르디앙스마트시티.com,스마트중앙건설 주식회사,1600-0232,(주)무궁화신탁,202308,N,Y,N,N,N,N,N
1144,2022000022,2022000022,송도 Luxe Ocean SK VIEW,1,APT,1,민영,0,분양주택,400,인천,22025,연수구,1114,2022-01-20,2022-02,2022-02-08,,,2022-02-07,,2022-02-07,2022-02-08,,2022-02-08,2022-02-14,2022-02-28,2022-03-10,http://www.sdsk.co.kr,에스케이에코플랜트(주),1533-6809,디에스네트웍스(주),202503,Y,Y,N,N,N,Y,N
1145,2022000024,2022000024,광주 백운광장역 천년가 헤리시티,1,APT,1,민영,0,분양주택,500,광주,61660,남구,92,2022-01-28,2022-02,2022-02-17,2022-02-14,2022-02-14,2022-02-15,,2022-02-16,2022-02-17,,2022-02-17,2022-02-23,2022-03-07,2022-03-09,http://천년가헤리시티.com,새천년종합건설 주식회사,062-371-7611,한국투자부동산신탁 주식회사,202212,N,Y,N,N,N,N,N
1146,2022000026,2022000026,화성비봉 공공주택지구 B2블록 호반 써밋,1,APT,1,민영,0,분양주택,410,경기,18283,화성시,779,2022-01-28,2022-02,2022-02-09,2022-02-07,2022-02-07,2022-02-08,2022-02-08,2022-02-08,2022-02-09,2022-02-09,2022-02-09,2022-02-15,2022-02-28,2022-03-04,http://hobansummit-hsbb.co.kr,(주)호반건설,1670-4992,(주)호반자산개발,202501,N,Y,Y,N,Y,Y,Y
1147,2022000029,2022000029,오산세교 한양수자인,1,APT,1,민영,0,분양주택,410,경기,18125,오산시,127,2022-02-11,2022-02,2022-02-24,2022-02-21,2022-02-21,2022-02-22,,2022-02-23,2022-02-24,,2022-02-24,2022-03-03,2022-03-14,2022-03-16,http://sujain-os.co.kr/,"주식회사 한양, 주식회사 동일토건",1877-8122,오산세교지역주택조합,202405,N,Y,N,N,N,N,N
1148,2022000030,2022000030,포항자이 디오션,1,APT,1,민영,0,분양주택,712,경북,37708,포항시,212,2022-02-10,2022-02,2022-02-23,2022-02-21,2022-02-21,2022-02-22,,2022-02-22,2022-02-23,,2022-02-23,2022-03-02,2022-03-14,2022-03-16,http://pohangxi-theocean.com,지에스건설(주),054-272-9993,한국투자부동산신탁(주),202610,N,N,N,N,N,N,N
1149,2022000031,2022000031,센트레빌 아스테리움 영등포,1,APT,1,민영,0,분양주택,100,서울,7249,영등포구,106,2022-02-11,2022-02,2022-02-24,2022-02-21,2022-02-21,2022-02-22,,2022-02-23,2022-02-24,,2022-02-24,2022-03-03,2022-03-14,2022-03-16,http://centreville-asterium.co.kr,동부건설(주),1811-1940,영등포동2가 439일대 가로주택정비사업조합,202408,Y,Y,Y,Y,N,N,N
1150,2022000032,2022000032,지제역 푸르지오 엘리아츠,1,APT,1,민영,0,분양주택,410,경기,17849,평택시,812,2022-02-10,2022-02,2022-02-24,2022-02-21,2022-02-21,2022-02-22,,2022-02-23,2022-02-24,,2022-02-24,2022-03-03,2022-03-14,2022-03-18,https://www.prugio.com/hb/2022/jije,대우건설(주),1533-0262,신영부동산신탁 주식회사,202408,N,Y,N,N,N,N,N
1151,2022000033,2022000033,시지 라온프라이빗,1,APT,1,민영,0,분양주택,700,대구,42280,수성구,207,2022-03-18,2022-03,2022-03-31,2022-03-28,2022-03-28,2022-03-29,,2022-03-30,2022-03-31,,2022-03-31,2022-04-06,2022-04-18,2022-04-20,http://www.sj-raon.com ,라온건설(주),1533-7577,(주)한국토지신탁,202301,Y,Y,N,N,N,N,N
